key,district_lbl,cluster,mature_density,pop_density,income,mean_sealed,mean_ndvi,archetype,action
03057,Sants-Montjuic,1,0.0,52135.17431460812,21276.024122673844,0.8753723492301364,0.0760371907469362,low-source / high-pop / lower-income,monitor
07057,Horta-Guinardo,2,337.2247177927136,15702.025922223227,22585.332634464467,0.6874580213516058,0.13392998684217075,high-source / low-pop / lower-income,defer (park-like)
10057,Sant Marti,1,330.921349743474,13022.20230341887,25140.710693053727,0.7789955004088847,0.09814946704968464,low-source / high-pop / lower-income,monitor
08058,Nou Barris,2,220.25437582698595,28768.610011863242,19867.785968708566,0.5462036362582746,0.14866084517554684,high-source / low-pop / lower-income,defer (park-like)
07058,Horta-Guinardo,2,31.55034638730867,21848.614873211256,20965.3472755844,0.6616424733700179,0.13877995390196696,high-source / low-pop / lower-income,defer (park-like)
03058,Sants-Montjuic,1,0.0,20743.0499106298,22861.587386164218,0.7938134345859115,0.10861843409358134,low-source / high-pop / lower-income,monitor
02058,Eixample,0,688.8416615023427,42977.72975025486,32436.057431547644,0.8843500707716674,0.11645428744893921,high-source / low-pop / higher-income,defer (park-like)
09058,Sant Andreu,1,0.0,34446.408746047164,21804.599611850983,0.8481878410510065,0.10435603594092127,low-source / high-pop / lower-income,monitor
06058,Gracia,1,117.1257813201959,40830.047368220294,30977.41839941778,0.8855838867664624,0.11690014953199178,low-source / high-pop / lower-income,monitor
10058,Sant Marti,1,340.2832784146205,15731.557717475916,24482.531068683977,0.8754638814212512,0.09759166154637555,low-source / high-pop / lower-income,monitor
05058,Sarria-Sant Gervasi,3,14.77859780646072,23246.73434956271,52151.52897646874,0.7423255613798134,0.15414623543347447,high-source / low-pop / higher-income,defer (park-like)
07059,Horta-Guinardo,2,156.92300003002217,24863.5775603124,18128.52318236573,0.6018495469950721,0.1443281997870992,high-source / low-pop / lower-income,defer (park-like)
03059,Sants-Montjuic,1,0.0,74168.04155020088,22913.575047394424,0.8031960766365512,0.10064492431771192,low-source / high-pop / lower-income,monitor
09059,Sant Andreu,1,0.0,58536.21732347437,21745.544472235455,0.8512198679173619,0.10571651714213272,low-source / high-pop / lower-income,monitor
